Status,Number,Species,Subgenus,Family,Subfamily,Life history notes,Conservation status,Reference,Plant Foraging Habits,Link to Plant Data,Habitat Details,Link to Habitat Details
Y,86,Calliopsis andreniformis,Calliopsis,Andrenidae,Panurginae,"ground nesting, solitary",,,"Viburnum dentatum @ AMNH_BEE (3)
Daucus carota @ CUIC_ENT (2)
Anaphalis margaritacea @ AMNH_BEE (1)
Coreopsis verticillata @ UCRC_ENT (15)
Ericameria @ UCRC_ENT (1)
Erigeron @ RUAC_ENT (1)
Grindelia squarrosa @ BBSL (4)
Leucanthemum @ UCRC_ENT (5)
Sericocarpus asteroides @ UCRC_ENT (1)
Convolvulus arvensis @ MLSB__N16- (1)
Baptisia tinctoria @ AMNH_BEE (2)
Lespedeza repens @ UCRC_ENT (2)
Medicago sativa @ CUIC_ENT (1)
Melilotus officinalis @ CUIC_ENT (80); UCRC_ENT (1); AMNH_BEE (17)
Petalostemon @ AMNH_BEE (1); UCRC_ENT (1)
Tephrosia virginiana @ AMNH_BEE (13)
Trifolium repens @ MLSB__N16- (2); UCRC_ENT (19)
Trifolium @ UCRC_ENT (9)
Vicia sp @ CUIC_ENT (1)
Lamiaceae  	Salvia officinalis @ BBSL (1)
Thymus serpyllum @ CUIC_ENT (5)
Paeonia sp @ BBSL (1)
Fagopyrum esculentum @ CUIC_ENT (2)
Fallopia convolvulus @ AMNH_BEE (1)
Polygonum sp @ BBSL (1)
Ceanothus americanus @ UCRC_ENT (11)
Ceanothus @ AMNH_BEE (3)
Potentilla recta @ CUIC_ENT (37)
Rubus sp @ CUIC_ENT (1)
Hedyotis nigricans @ BBSL__MEM (1)
Tamarix @ AMNH_BEE (1)
apple @ NLA (1)
blueberry @ NLA (11)
caneberry @ NLA (95)
cucurbit @ NLA (55)
meadow @ NLA (1)
strawberry @ NLA (1)

",https://www.discoverlife.org/mp/20o?search=Calliopsis+andreniformis,,
Y,87,Perdita bequaerti,Cockerellia,Andrenidae,Panurginae,"ground nesting, solitary",,,"Aster @ AMNH_BEE (1)
Balduina angustifolia @ BBSL (3)
Helianthus annuus @ UCRC_ENT (1)
Helianthus atrorubens @ UCRC_ENT (2); AMNH_BEE (3)
Helianthus divaricatus @ BBSL (1); AMNH_BEE (1)
Helianthus giganteus @ AMNH_BEE (3)
Helianthus @ AMNH_BEE (6); UCRC_ENT (5)
Hymenopappus artemisiifolius @ UCRC_ENT (1)",https://www.discoverlife.org/mp/20o?search=Perdita+bequaerti,,
Y,88,Perdita boltoniae chrysopsina,Hexaperdita,Andrenidae,Panurginae,"ground nesting, solitary",,,"Chrysopsis mariana @ AMNH_BEE (3); UCRC_ENT (1)
Erigeron quercifolius @ BBSL (4)
Heterotheca subaxillaris @ AMNH_BEE (3)
Pityopsis graminifolia @ AMNH_BEE (1)",https://www.discoverlife.org/mp/20o?search=Perdita+boltoniae,,
Y,89,Perdita bradleyi,Alloperdita,Andrenidae,Panurginae,"ground nesting, solitary",,,"Ilex cassine @ AMNH_BEE (1); BBSL (1)
Ilex @ UCRC_ENT (3)
Diospyros virginiana @ UCRC_ENT (6)
Crataegus @ UCRC_ENT (1)
Prunus serotina @ BBSL (3)
Pyracantha @ UCRC_ENT (1)",https://www.discoverlife.org/mp/20o?search=Perdita+bradleyi#Hosts,,
Y,90,Perdita octomaculata,Perdita,Andrenidae,Panurginae,"ground nesting, solitary",,,"Aster azureus @ BBSL (2)
Aster dumosus @ AMNH_BEE (3)
Aster pilosus @ BBSL (1)
Aster sp @ UCMS_ENT (1)
Aster @ AMNH_BEE (5)
Baccharis halimifolia @ BBSL (1)
Centaurea cyanus @ CUIC_ENT (2)
Chaetopappa ericoides @ UCRC_ENT (3)
Chrysopsis villosa @ BBSL (1)
Cichorium intybus @ AMNH_BEE (1)
Grindelia @ AMNH_BEE (1)
Pityopsis graminifolia @ AMNH_BEE (1)
Pluchea odorata @ UCMS_ENT (4)
Solidago altissima @ CUIC_ENT (2)
Solidago juncea @ CUIC_ENT (28)
Solidago nemoralis @ UCMS_ENT (24)
Solidago rigida @ UCRC_ENT (1)
Solidago rugosa @ UCMS_ENT (39)
Solidago sempervirens @ UCMS_ENT (1)
Solidago sp @ UCMS_ENT (5); AMNH_BEE (1)
Solidago tenuifolia @ UCMS_ENT (5)
Solidago @ UCMS_ENT (11); AMNH_BEE (8); CUIC_ENT (47); UCRC_ENT (4); I_JSA (2)
Symphyotrichum puniceum @ UCRC_ENT (2)
Calluna vulgaris @ UCMS_ENT (1)
Mentha piperita @ UCMS_ENT (1)",https://www.discoverlife.org/mp/20o?search=Perdita+octomaculata,,
Y,91,Perdita swenki,Perdita,Andrenidae,Panurginae,"ground nesting, solitary",,,"Chrysopsis villosa @ BBSL (2)
Chrysopsis @ AMNH_BEE (22)
Grindelia squarrosa @ AMNH_BEE (18); UCRC_ENT (1)
Grindelia @ AMNH_BEE (1)
Helianthus maximiliani @ AMNH_BEE (4); UCRC_ENT (2)
Helianthus petiolaris @ AMNH_BEE (7)
Heterotheca subaxillaris @ AMNH_BEE (21); I_JSA (5)
Heterotheca @ UCRC_ENT (2)
Liatris @ UCRC_ENT (1)
Oligoneuron rigidum @ AMNH_BEE (15)
Solidago canadensis @ AMNH_BEE (6)
Solidago rigida @ AMNH_BEE (1); UCRC_ENT (4)
Solidago @ AMNH_BEE (1)
Eriogonum annuum @ AMNH_BEE (1)",https://www.discoverlife.org/mp/20o?search=Perdita+swenki,,
Y,92,Pseudopanurgus andrenoides,none,Andrenidae,Panurginae,"ground nesting, solitary",,,"Aster sagittifolius @ CUIC_ENT (1)
Eurybia macrophylla @ CUIC_ENT (5)
Rudbeckia laciniata @ AMNH_BEE (1)
Solidago canadensis @ AMNH_BEE (15)
Solidago nemoralis @ CUIC_ENT (1)
Solidago rugosa @ CUIC_ENT (1)
Solidago sp @ UCMS_ENT (4)
Solidago @ CUIC_ENT (114)",https://www.discoverlife.org/mp/20o?search=Pseudopanurgus+andrenoides,,
Y,93,Pseudopanurgus compositarum,none,Andrenidae,Panurginae,"ground nesting, solitary",,,Aster ericoides @ AMNH_BEE (1),https://www.discoverlife.org/mp/20o?search=Pseudopanurgus+compositarum,,
Y,94,Pseudopanurgus nebrascensis,Pseudopanurgus,Andrenidae,Panurginae,"ground nesting, solitary",,,???,https://www.discoverlife.org/mp/20o?search=Pseudopanurgus+nebrascensis,,
Y,95,Pseudopanurgus pauper,none,Andrenidae,Panurginae,"ground nesting, solitary",,,"Ceanothus americanus @ AMNH_BEE (4)
Ceanothus @ AMNH_BEE (1)",https://www.discoverlife.org/mp/20o?search=Pseudopanurgus+pauper#Hosts,,
Y,96,Anthophora abrupta,Melea,Apidae,Apinae,"ground nesting (in vertical banks), solitary",,,"Ilex glabra @ BBSL (1)
Canna @ AMNH_BEE (4)
Lonicera japonica @ BBSL (1)
Ipomoea pandurata @ UCRC_ENT (1)
Rhododendron viscosum @ AMNH_BEE (1)
Prunella @ AMNH_BEE (1)
Penstemon hirsutus @ AMNH_BEE (2)
Rosa @ AMNH_BEE (1)
cucurbit @ NLA (1)",https://www.discoverlife.org/mp/20o?search=Anthophora+abrupta,,
Y,97,Anthophora bomboides,Melea,Apidae,Apinae,"ground nesting (in vertical banks), solitary",,,"Apocynum androsaemifolium @ BBSL (1)
Balsamorhiza sp @ BBSL__BBSLID (1)
Chaenactis douglasii @ BBSL (1)
Cirsium sp @ BBSL (2)
Anchusa officinalis @ BBSL (1)
Eriodictyon californicum @ CSCA (1)
Stanleya pinnata @ UCRC_ENT (1)
Lonicera sp @ BBSL (1)
Convolvulus arvensis @ AMNH_BEE (1)
Astragalus bungeanus @ BBSL (2)
Astragalus podolobus @ BBSL (1)
Astragalus schistosus @ BBSL (1)
Glycyrrhiza lepidota @ UCRC_ENT (10)
Glycyrrhiza @ UCRC_ENT (3)
Lupinus sp @ AMNH_BEE (1)
Medicago sativa @ BBSL (3)
Onobrychis sintenisii @ BBSL (1)
Oxytropis lamberti @ I_ADG (1)
Thermopsis rhombifolia @ BBSL (1)
Vicia villosa @ BBSL (1)
Vicia @ UCRC_ENT (1)
Phacelia argillacea @ BBSL (2)
Phacelia sp @ BBSL (2)
Mantidae  	Iris sp @ BBSL (1)
Eschscholzia californica @ UCRC_ENT (2)
Penstemon hirsutus @ AMNH_BEE (4)
Penstemon @ AMNH_BEE (1)
Rosa arkansana @ UCRC_ENT (1)
Rosa californica @ UCRC_ENT (1)
Rubus @ AMNH_BEE (2)
Penstemon harringtonii @ BBSL (1)
Penstemon idahoensis @ BBSL (4)
Penstemon rydbergii @ BBSL (1)
cucurbit @ NLA (7)",https://www.discoverlife.org/mp/20o?search=Anthophora+bomboides,,
Y,98,Anthophora terminalis,Clisodon,Apidae,Apinae,"rotten wood nesting, solitary",,,--,--,,
Y,99,Anthophora ursina,Lophanthophora,Apidae,Apinae,"ground nesting, solitary",,,"Helianthus sp @ BBSL (2)
Mertensia @ AMNH_BEE (2)
Arabis sp @ BBSL (1)
Lonicera japonica @ AMNH_BEE (1)
Arctostaphylos sp @ BBSL (1)
Astragalus beckwithii @ BBSL (1)
Astragalus cibarius @ BBSL (1)
Astragalus lentiginosus @ BBSL (3)
Astragalus sp @ BBSL (2)
Astragalus utahensis @ BBSL (1)
Lupinus sp @ BBSL (1)
Medicago sp @ BBSL (1)
Melilotus sp @ BBSL (2)
Robinia neomexicana @ BBSL (1)
Ribes alpinum @ AMNH_BEE (1)
Ribes aureum @ BBSL (3)
Ribes roezlii @ BBSL (1)
Ribes sp @ BBSL (2)
Hesperochiron californicus @ BBSL (1)
Phacelia sp @ BBSL (4)
Allium sp @ BBSL (3)
Camassia sp @ BBSL (2)
Erythronium sp @ BBSL (1)
Mertensia sp @ BBSL (4)
Penstemon hirsutus @ AMNH_BEE (1)
Delphinium nelsonii @ BBSL (1)
Delphinium sp @ BBSL (3)
Amelanchier sp @ BBSL (1)
Rosa nutkana @ BBSL (1)
Salix achillea @ AMNH_BEE (1)
Penstemon caryi @ BBSL (57)
Penstemon cyananthus @ BBSL (2)
Penstemon harringtonii @ BBSL (2)
Penstemon sp @ BBSL (2)
Lycopersicon esculentum @ BBSL (1)
Lamiaceae sp @ BBSL (1)",https://www.discoverlife.org/mp/20o?search=Anthophora+ursina,,
Y,100,Anthophora walshii,Mystacanthophora,Apidae,Apinae,"ground nesting (in vertical banks), solitary",,,"Cirsium undulatum @ BBSL (1)
Solidago sempervirens @ UCMS_ENT (1)
Baptisia @ AMNH_BEE (2)
Monarda @ AMNH_BEE (1)
Teucrium canadense @ UCMS_ENT (3)
Verbena sp @ BBSL (1)",https://www.discoverlife.org/mp/20o?search=Anthophora+walshii,,
Y,101,Apis mellifera,Apis,Apidae,Apinae,"cavity nesting, eusocial",non-native, introduced from Europe,,--,--,
Y,102,Bombus affinis,Bombus,Apidae,Apinae,"cavity nesting, eusocial",extremely rare/endangered,"Williams et al. 2014, Bartomeus et al. 2013",--,--,,
Y,103,Bombus auricomus,Bombias,Apidae,Apinae,"cavity nesting, eusocial",declining,Bartomeus et al. 2013,--,--,,
Y,104,Bombus bimaculatus,Pyrobombus,Apidae,Apinae,"cavity nesting, eusocial",,,--,--,,
Y,105,Bombus bohemicus,Psithyrus,Apidae,Apinae,socially parasitic,declining,"Williams et al. 2014, Bartomeus et al. 2013",--,--,,
Y,106,Bombus borealis,Subterraneobombus,Apidae,Apinae,"cavity nesting, eusocial",declining,Bartomeus et al. 2013,--,--,,
Y,107,Bombus citrinus,Psithyrus,Apidae,Apinae,socially parasitic,declining,Williams et al. 2014,--,--,,
Y,108,Bombus fernaldae (=flavidus),Psithyrus,Apidae,Apinae,socially parasitic,widely scattered but rare,Williams et al. 2014,--,--,,
Y,109,Bombus fervidus,Thoracobombus,Apidae,Apinae,"cavity nesting, eusocial",declining,Bartomeus et al. 2013,--,--,,
Y,110,Bombus griseocollis,Cullumanobombus,Apidae,Apinae,"cavity nesting, eusocial",,,--,--,,
Y,111,Bombus impatiens,Pyrobombus,Apidae,Apinae,"cavity nesting, eusocial",,,--,--,,
Y,112,Bombus insularis,Psithyrus,Apidae,Apinae,socially parasitic,declining in some parts of its range,Williams et al. 2014,--,--,,
Y,113,Bombus pensylvanicus,Thoracobombus,Apidae,Apinae,"cavity nesting, eusocial",declining in northern part of range,"Williams et al. 2014, Bartomeus et al. 2013",--,--,,
Y,114,Bombus perplexus,Pyrobombus,Apidae,Apinae,"cavity nesting, eusocial",,,--,--,,
Y,115,Bombus rufocinctus,Cullumanobombus,Apidae,Apinae,"cavity nesting, eusocial",uncommon, possibly declining since the 90's,"Colla et al, 2011",--,--,
Y,116,Bombus sandersoni,Pyrobombus,Apidae,Apinae,"cavity nesting, eusocial",,,--,--,,
Y,117,Bombus ternarius,Pyrobombus,Apidae,Apinae,"cavity nesting, eusocial",declining,Bartomeus et al. 2013,--,--,,
Y,118,Bombus terricola,Bombus,Apidae,Apinae,"cavity nesting, eusocial",declining,"Williams et al. 2014, Bartomeus et al. 2013",--,--,,
Y,119,Bombus vagans,Pyrobombus,Apidae,Apinae,"cavity nesting, eusocial",declining,Bartomeus et al. 2013,--,--,,
Y,120,Eucera atriventris,Synhalonia,Apidae,Apinae,"ground nesting, solitary",,,"Penstemon hirsutus @ AMNH_BEE (2)
Penstemon hirsutus @ BBSL (1)
",https://www.discoverlife.org/mp/20o?search=Eucera+atriventris,,
Y,121,Habropoda laboriosa,none,Apidae,Apinae,"ground nesting, solitary",,,"Vinca minor @ AMNH_BEE (1)
Lonicera sp @ BBSL (1)
Rhododendron sp @ BBSL (1)
Vaccinium ashei @ BBSL (1)
Vaccinium @ CUIC_ENT (1)
Cercis sp @ BBSL (3)
Prunus angustifolia @ BBSL (1); AMNH_BEE (6)",https://www.discoverlife.org/mp/20o?search=Habropoda+laboriosa,,
Y,122,Melissodes agilis,Eumelissodes,Apidae,Apinae,"ground nesting, solitary",,,"Apium sp @ BBSL (1)
Chrysothamnus sp @ BBSL (1)
Chrysothamnus viscidiflorus @ BBSL (4)
Ericameria nauseosa @ BBSL (3)
Grindelia sp @ AMNH_BEE (1); BBSL (5)
Grindelia squarrosa @ AMNH_BEE (2); BBSL (16)
Grindelia @ AMNH_BEE (3)
Gutierrezia @ UCRC_ENT (2)
Helianthus annuus @ BBSL (50); AMNH_BEE (27); I_JSA (1)
Helianthus anomalus @ BBSL (24)
Helianthus maximiliani @ AMNH_BEE (1)
Helianthus petiolaris @ AMNH_BEE (6)
Helianthus rigidus @ AMNH_BEE (3)
Helianthus sp @ BBSL (11)
Helianthus tuberosus @ AMNH_BEE (3)
Helianthus x @ AMNH_BEE (1)
Helianthus @ CUIC_ENT (95); AMNH_BEE (8)
Pluchea camphorata @ BBSL (1)
Ratibida pinnata @ MLSB__N16- (1)
Solidago sp @ BBSL (1)
Viguiera sp @ BBSL (2)
Cleome sp @ BBSL (2)
Salsola sp @ BBSL (1)
Medicago sativa @ BBSL (4); AMNH_BEE (1)
Malva rotundifolia @ BBSL (1)
Eriogonum sp @ BBSL (1)
Tamarix gallica @ BBSL (1)",https://www.discoverlife.org/mp/20o?search=Melissodes+agilis,,
Y,123,Melissodes apicata,Apomelissodes,Apidae,Apinae,"ground nesting, solitary",,,"Echium vulgare @ CUIC_ENT (1)
Melilotus officinalis @ CUIC_ENT (2)
Trifolium hybridum @ CUIC_ENT (1)
Lythrum salicaria @ CUIC_ENT (1)
Pontederia cordata @ CUIC_ENT (6)
Pontederia @ CUIC_ENT (5); AMNH_BEE (2)
",https://www.discoverlife.org/mp/20o?search=Melissodes+apicata,,
Y,124,Melissodes bidentis,Eumelissodes,Apidae,Apinae,"ground nesting, solitary",,,"Helianthus annuus @ AMNH_BEE (1)
Helianthus maximiliani @ AMNH_BEE (2)
Helianthus tuberosus @ AMNH_BEE (3)
Inula helenium @ CUIC_ENT (9)
Rudbeckia laciniata @ BBSL (1); AMNH_BEE (3)
Physostegia parviflora @ AMNH_BEE (1)",https://www.discoverlife.org/mp/20o?search=Melissodes+bidentis,,
Y,125,Melissodes bimaculata,Melissodes,Apidae,Apinae,"ground nesting, solitary",,,"Rhus copallina @ UCMS_ENT (2)
Daucus carota @ UCMS_ENT (1)
Aster @ AMNH_BEE (1)
Cichorium intybus @ PN- (2); UCMS_ENT (5)
Cirsium vulgare @ UCMS_ENT (12)
Echinacea purpurea @ I_PDA (1)
Pluchea odorata @ UCMS_ENT (1)
Pluchea purpurascens @ UCMS_ENT (2)
Silphium perfoliatum @ AMNH_BEE (4)
Solidago sempervirens @ UCMS_ENT (2)
Solidago @ UCMS_ENT (1)
Taraxacum campylodes @ UCMS_ENT (1)
Echium vulgare @ CUIC_ENT (2)
Raphanus raphanistrum @ UCMS_ENT (16)
Raphanus @ UCMS_ENT (1)
Canna @ AMNH_BEE (1)
Convolvulus arvensis @ PN- (1)
Convolvulus sepium @ UCMS_ENT (1); AMNH_BEE (2)
Cucurbitaceae          Citrullus lanatus @ I_HHGA (3)
Cucurbita maxima @ CUIC_ENT (1)
Cucurbita sp @ UCMS_ENT (4)
Cucurbita @ UCMS_ENT (2); I_HHGA (1)
Fabaceae          Lotus @ AMNH_BEE (1)
Medicago sativa @ BBSL (3); AMNH_BEE (1)
Melilotus @ UCMS_ENT (2)
Trifolium pratense @ UCMS_ENT (1)
Trifolium repens @ PN- (1)
Hyptis mutabilis @ CUIC_ENT (1)
Monarda fistulosa @ BBSL (2); AMNH_BEE (1)
Nepeta cataria @ UCMS_ENT (8)
Hibiscus moscheutos @ UCMS_ENT (1)
Malva neglecta @ PN- (1)
Ligustrum sp @ UCMS_ENT (2)
Plantago lanceolata @ PN- (1)
Persicaria bungeana @ UCMS_ENT (6)
Polygonum sp @ UCMS_ENT (1)
Rubus @ AMNH_BEE (4)
Datura stramonium @ UCMS_ENT (1)
caneberry @ NLA (5)
cucurbit @ NLA (135)",https://www.discoverlife.org/mp/20o?search=Melissodes+bimaculata,,
Y,126,Melissodes denticulata,Eumelissodes,Apidae,Apinae,"ground nesting, solitary",,,"Centaurea @ CUIC_ENT (1)
Helianthus @ CUIC_ENT (1)
Rudbeckia hirta @ CUIC_ENT (3)
Rudbeckia @ CUIC_ENT (2)
Solidago @ CUIC_ENT (1)
Vernonia fasciculata @ AMNH_BEE (23)
Vernonia noveboracensis @ BBSL (2); UCMS_ENT (1)
Vernonia sp @ AMNH_BEE (1); BBSL (3)
Vernonia @ AMNH_BEE (4)
Penstemon digitalis @ CUIC_ENT (1)
Veronica @ AMNH_BEE (2)
Verbena hastata @ CUIC_ENT (1)
cucurbit @ NLA (2)",https://www.discoverlife.org/mp/20o?search=Melissodes+denticulata,,
Y,127,Melissodes dentiventris,Eumelissodes,Apidae,Apinae,"ground nesting, solitary",,,"Aster dumosus @ AMNH_BEE (3)
Aster @ AMNH_BEE (4)
Helianthus hirsutus @ BBSL (1)
Pityopsis graminifolia @ CUIC_ENT (1); AMNH_BEE (1)
Solidago sp @ BBSL (1)
Solidago @ CUIC_ENT (2)
Symphyotrichum novae-angliae @ AMNH_BEE (3)
Polygala @ AMNH_BEE (1)",https://www.discoverlife.org/mp/20o?search=Melissodes+dentiventris,,
Y,128,Melissodes desponsa,Heliomelissodes,Apidae,Apinae,"ground nesting, solitary",,,"Centaurea cyanus @ CUIC_ENT (1)
Centaurea jacea @ AMNH_BEE (1)
Cirsium altissimum @ AMNH_BEE (5)
Cirsium arvense @ CUIC_ENT (23)
Cirsium discolor @ BBSL (1)
Cirsium pumilum @ AMNH_BEE (2)
Cirsium sp @ UCMS_ENT (14); BBSL (4)
Cirsium undulatum @ AMNH_BEE (8)
Cirsium vulgare @ CUIC_ENT (90); UCMS_ENT (15)
Cirsium @ AMNH_BEE (2); CUIC_ENT (8)
Cnicus @ AMNH_BEE (1)
Eupatorium maculatum @ CUIC_ENT (1)
Gaillardia @ CUIC_ENT (1)
Helianthus @ CUIC_ENT (4)
Inula helenium @ AMNH_BEE (1); CUIC_ENT (1)
Rudbeckia laciniata @ AMNH_BEE (2)
Solidago @ CUIC_ENT (1); AMNH_BEE (1)
Verbesina alternifolia @ BBSL (1)
Medicago sativa @ CUIC_ENT (1)
Lamiaceae  	Monarda sp @ BBSL (1)
caneberry @ NLA (1)
cucurbit @ NLA (1)",https://www.discoverlife.org/mp/20o?search=Melissodes+desponsa#Hosts,,
Y,129,Melissodes druriella,Eumelissodes,Apidae,Apinae,"ground nesting, solitary",declining in Northeast,Bartomeus et al. 2013,"Rhus copallina @ UCMS_ENT (11)
Coriandrum sativum @ UCMS_ENT (1)
Asclepias @ CUIC_ENT (1)
Achillea millefolium @ UCMS_ENT (1)
Aster ericoides @ AMNH_BEE (4)
Aster @ AMNH_BEE (3)
Centaurea jacea @ AMNH_BEE (2)
Eupatorium maculatum @ CUIC_ENT (1)
Eurybia macrophylla @ CUIC_ENT (2)
Euthamia caroliniana @ UCMS_ENT (1)
Grindelia squarrosa @ AMNH_BEE (15)
Helenium tenuifolium @ AMNH_BEE (5)
Helianthus petiolaris @ AMNH_BEE (1)
Helianthus @ CUIC_ENT (2)
Hieracium @ AMNH_BEE (1)
Hypochaeris radicata @ UCMS_ENT (13)
Inula helenium @ CUIC_ENT (1)
Pluchea purpurascens @ UCMS_ENT (1)
Rudbeckia hirta @ CUIC_ENT (1); UCMS_ENT (2)
Solidago altissima @ CUIC_ENT (1)
Solidago canadensis @ AMNH_BEE (2)
Solidago gigantea @ AMNH_BEE (1)
Solidago graminifolia @ AMNH_BEE (1); CUIC_ENT (1)
Solidago juncea @ CUIC_ENT (1)
Solidago nemoralis @ UCMS_ENT (8)
Solidago rigida @ AMNH_BEE (2)
Solidago rugosa @ UCMS_ENT (2)
Solidago sempervirens @ UCMS_ENT (12)
Solidago sp @ UCMS_ENT (2)
Solidago tenuifolia @ UCMS_ENT (8)
Solidago @ AMNH_BEE (14); CUIC_ENT (56); UCMS_ENT (3)
Symphyotrichum grandiflorum @ AMNH_BEE (1)
Tanacetum vulgare @ UCMS_ENT (1)
Vernonia fasciculata @ AMNH_BEE (6)
Peritoma serrulata @ AMNH_BEE (2)
Calluna vulgaris @ UCMS_ENT (10)
Medicago sativa @ CUIC_ENT (2)
Melilotus officinalis @ AMNH_BEE (2)
Physostegia parviflora @ AMNH_BEE (2)
Limonium carolinianum @ UCMS_ENT (2)
Fagopyrum esculentum @ CUIC_ENT (1)
Polygonum cuspidatum @ UCMS_ENT (1)",https://www.discoverlife.org/mp/20o?search=Melissodes+druriella,,
Y,130,Melissodes illata,Eumelissodes,Apidae,Apinae,"ground nesting, solitary",,," Achillea millefolium @ CUIC_ENT (2)
Aster lateriflorus @ CUIC_ENT (1)
Helianthus strumosus @ AMNH_BEE (1)
Helianthus @ CUIC_ENT (1)
Rudbeckia hirta @ CUIC_ENT (3)
Solidago canadensis @ AMNH_BEE (1)
Solidago juncea @ CUIC_ENT (2)
Solidago @ CUIC_ENT (9); AMNH_BEE (1)
",https://www.discoverlife.org/mp/20o?search=Melissodes+illata,,
Y,131,Melissodes nivea,Eumelissodes,Apidae,Apinae,"ground nesting, solitary",,,"Aster ericoides @ AMNH_BEE (1)
Solidago sp @ BBSL (2)
Vernonia @ AMNH_BEE (1)",https://www.discoverlife.org/mp/20o?search=Melissodes+nivea,,
Y,132,Melissodes subillata,Eumelissodes,Apidae,Apinae,"ground nesting, solitary",,,"Asclepias @ CUIC_ENT (1)
Aster @ AMNH_BEE (1)
Centaurea x @ AMNH_BEE (1)
Centaurea @ AMNH_BEE (2)
Lactuca pulchella @ AMNH_BEE (1)
Liatris @ AMNH_BEE (1)
Rudbeckia @ AMNH_BEE (1)
Vernonia fasciculata @ AMNH_BEE (1)
Vernonia @ AMNH_BEE (1)
Convolvulus sepium @ UCMS_ENT (1)
",https://www.discoverlife.org/mp/20o?search=Melissodes+subillata,,
Y,133,Melissodes trinodis,Eumelissodes,Apidae,Apinae,"ground nesting, solitary",,,"Helianthus grosseserratus @ AMNH_BEE (1)
Helianthus sp @ AMNH_BEE (2)
Helianthus @ I_JSA (2); AMNH_BEE (14)
Rudbeckia laciniata @ AMNH_BEE (1)
Cucurbita maxima @ UCMS_ENT (1)
Helianthis @ AMNH_BEE (1)
cucurbit @ NLA (4)",https://www.discoverlife.org/mp/20o?search=Melissodes+trinodis,,
Y,134,Peponapis pruinosa,Peponapis,Apidae,Apinae,"ground nesting, solitary",declining in Northeast,Bartomeus et al. 2013,"Daucus carota @ UCRC_ENT (1)
Centaurea americana @ BBSL (3)
Cichorium intybus @ CUIC_ENT (4)
Cirsium @ UCRC_ENT (2)
Calystegia occidentalis @ UCRC_ENT (1)
Convolvulus arvensis @ PN- (1)
Ipomoea pandurata @ UCRC_ENT (1)
Ipomoea sp @ PN- (1)
Ipomoea @ UCRC_ENT (12)
Cucumis melo @ UCRC_ENT (1)
Cucurbita foetidissima @ UCRC_ENT (60); AMNH_BEE (8); BBSL (3)
Cucurbita maxima @ CUIC_ENT (1); UCMS_ENT (23)
Cucurbita palmata @ UCRC_ENT (2)
Cucurbita pepo @ BBSL (23); UCMS_ENT (5); UCRC_ENT (5)
Cucurbita sp @ BBSL (5); UCMS_ENT (10)
Cucurbita @ UCMS_ENT (4); CUIC_ENT (1); AMNH_BEE (23); UCRC_ENT (51); I_HHGA (9)
Schizocarpum palmeri @ AMNH_BEE (1)
Medicago sativa @ BBSL (2)
Frankenia salina @ UCRC_ENT (2)
Geranium @ UCRC_ENT (1)
Trichostema lanceolatum @ BBSL (1)
Alcea @ UCRC_ENT (4)
Ligustrum vulgare @ UCMS_ENT (1)
Pontederia cordata @ CUIC_ENT (2)
caneberry @ NLA (4)
cucurbit @ NLA (234)",https://www.discoverlife.org/mp/20o?search=Peponapis+pruinosa,,
Y,135,Ptilothrix bombiformis,none,Apidae,Apinae,"ground nesting, solitary",,,"Convolvulus @ UCRC_ENT (1)
Ipomoea @ I_JSA (1)
Hibiscus aculeatus @ BBSL (4)
Hibiscus cannabinus @ BBSL (1)
Hibiscus moscheutos @ AMNH_BEE (4)
Hibiscus syriacus @ BBSL (1)
Hibiscus @ AMNH_BEE (1); UCRC_ENT (1)
cucurbit @ NLA (1)",https://www.discoverlife.org/mp/20o?search=Ptilothrix+bombiformis,,
Y,136,Epeoloides pilosula,none,Apidae,Nomadinae,cleptoparasitic,extremely rare/endangered,"Sheffield et al. 2004, Wagner & Ascher 2008",--,--,,
Y,137,Epeolus autumnalis,none,Apidae,Nomadinae,cleptoparasitic,,,--,--,,
Y,138,Epeolus bifasciatus,none,Apidae,Nomadinae,cleptoparasitic,,,--,--,,
Y,139,Epeolus canadensis,none,Apidae,Nomadinae,cleptoparasitic,,,--,--,,
Y,140,Epeolus ilicis,none,Apidae,Nomadinae,cleptoparasitic,rare,Mitchell 1960,--,--,,
Y,141,Epeolus lectoides,none,Apidae,Nomadinae,cleptoparasitic,,,--,--,,
Y,142,Epeolus pusillus,none,Apidae,Nomadinae,cleptoparasitic,,,--,--,,
Y,143,Epeolus scutellaris,none,Apidae,Nomadinae,cleptoparasitic,declining in Northeast,Bartomeus et al. 2013,--,--,,
Y,144,Holcopasites calliopsidis,none,Apidae,Nomadinae,cleptoparasitic,,,--,--,,
Y,145,Holcopasites illinoiensis,none,Apidae,Nomadinae,cleptoparasitic,,,--,--,,
Y,146,Nomada armatella,none,Apidae,Nomadinae,cleptoparasitic,,,--,--,,
Y,147,Nomada articulata,none,Apidae,Nomadinae,cleptoparasitic,,,--,--,,
Y,148,Nomada australis,none,Apidae,Nomadinae,cleptoparasitic,rare,Giles & Ascher 2006,--,--,,
Y,149,Nomada banksi,none,Apidae,Nomadinae,cleptoparasitic,,,--,--,,
Y,150,Nomada bella,none,Apidae,Nomadinae,cleptoparasitic,,,--,--,,
